model,n_features,val_rmse_mean,val_rmse_std,val_mae_mean,val_mae_std,val_r2_mean,val_r2_std,val_ic_pearson_mean,val_ic_pearson_std,val_ic_spearman_mean,val_ic_spearman_std,val_bottom_1%_ic_pearson_mean,val_bottom_1%_ic_pearson_std,val_bottom_1%_ic_spearman_mean,val_bottom_1%_ic_spearman_std,val_bottom_5%_ic_pearson_mean,val_bottom_5%_ic_pearson_std,val_bottom_5%_ic_spearman_mean,val_bottom_5%_ic_spearman_std,val_bottom_10%_ic_pearson_mean,val_bottom_10%_ic_pearson_std,val_bottom_10%_ic_spearman_mean,val_bottom_10%_ic_spearman_std,val_top_10%_ic_pearson_mean,val_top_10%_ic_pearson_std,val_top_10%_ic_spearman_mean,val_top_10%_ic_spearman_std,val_top_5%_ic_pearson_mean,val_top_5%_ic_pearson_std,val_top_5%_ic_spearman_mean,val_top_5%_ic_spearman_std,val_top_1%_ic_pearson_mean,val_top_1%_ic_pearson_std,val_top_1%_ic_spearman_mean,val_top_1%_ic_spearman_std,val_bottom_1%_mean_mean,val_bottom_1%_mean_std,val_bottom_1%_std_mean,val_bottom_1%_std_std,val_bottom_1%_count_mean,val_bottom_1%_count_std,val_bottom_5%_mean_mean,val_bottom_5%_mean_std,val_bottom_5%_std_mean,val_bottom_5%_std_std,val_bottom_5%_count_mean,val_bottom_5%_count_std,val_bottom_10%_mean_mean,val_bottom_10%_mean_std,val_bottom_10%_std_mean,val_bottom_10%_std_std,val_bottom_10%_count_mean,val_bottom_10%_count_std,val_top_10%_mean_mean,val_top_10%_mean_std,val_top_10%_std_mean,val_top_10%_std_std,val_top_10%_count_mean,val_top_10%_count_std,val_top_5%_mean_mean,val_top_5%_mean_std,val_top_5%_std_mean,val_top_5%_std_std,val_top_5%_count_mean,val_top_5%_count_std,val_top_1%_mean_mean,val_top_1%_mean_std,val_top_1%_std_mean,val_top_1%_std_std,val_top_1%_count_mean,val_top_1%_count_std,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,train_r2_mean,train_r2_std,train_ic_pearson_mean,train_ic_pearson_std,train_ic_spearman_mean,train_ic_spearman_std,train_time_mean,train_time_std,train_time_total
baseline_all_features,332,0.5055757687321567,0.002595497475562019,0.4054381012245189,0.004310678698447394,0.056712150606142125,0.014962082783845589,0.25384697245420323,0.02077802105774797,0.2565050588614434,0.019378037364309635,-0.1561814973674799,0.17964637971356212,-0.21467840581747633,0.10842473457335995,0.0870776748935135,0.03690411485619859,0.09282470819666862,0.031200850392343972,0.1015151778828237,0.022594756207710072,0.08144889983746155,0.030693708627008275,0.0579847360306156,0.04696324578721223,0.05395402530086764,0.036075714111319344,0.04911281978390898,0.0394074902146747,0.04308886667125502,0.06037402717180922,-0.008722697880806173,0.30867356780311705,0.09359333713357487,0.3049692618154898,-0.4506327190821875,0.05300566853987994,0.5259725124485521,0.09812699001528122,20.0,0.0,-0.2971281066545,0.026032183166607003,0.5400156341971916,0.015393198820135892,100.0,0.0,-0.24122102998728,0.04444856136775152,0.5412845151812018,0.011300236843140972,200.0,0.0,0.208190614753595,0.027168991985424194,0.4791843285612289,0.00777556270854907,200.0,0.0,0.23731123995787,0.040457365835125644,0.4815485692023721,0.024973383688233222,100.0,0.0,0.305770796038675,0.06450777617188888,0.4003101594989166,0.06540415963704936,20.0,0.0,0.48480912721516983,0.0010582775822509446,0.390004360014066,0.0018804509120239116,0.13318002589784098,0.002775742591354199,0.366251157239298,0.003702003912034606,0.3575411121765725,0.0039805835387323844,0.5092307329177856,0.0625740881063871,2.0369229316711426
selected_230_features,230,0.502781107013613,0.0027342957774175182,0.40323007369083513,0.004479648451277711,0.06714826303505017,0.012481327908675396,0.26840081931094484,0.017955493124027347,0.26913877583978596,0.016234252289776326,-0.024985280192105663,0.2531585010920434,-0.017977968742817048,0.2186796951189571,0.10041232445149656,0.02120643543281326,0.09124673244498314,0.03267858169310109,0.13421367288322084,0.017659635264661678,0.1273302008752914,0.018418171302540778,0.06758640355438272,0.04015428240089147,0.053447144610602945,0.048475621808748454,0.06644254426593454,0.03867775838161037,0.07625704078197187,0.044112846050722576,0.1370745838255651,0.27503573616355453,0.24042575490763593,0.23175527407227536,-0.43503439033967506,0.06786774369021055,0.5444574613324513,0.11688626922650668,20.0,0.0,-0.31640748694752,0.034692209057222395,0.5246375405360737,0.021873066918632604,100.0,0.0,-0.24939906354961,0.04322763934972431,0.5401539161011397,0.006408534654595819,200.0,0.0,0.21926571149704002,0.03628671777802328,0.47560947257923164,0.008668886436915678,200.0,0.0,0.2519365330621275,0.028715751432705657,0.47105043307118505,0.0264314272216112,100.0,0.0,0.2890749497483,0.050200106074128455,0.4003012025845536,0.06431558758832447,20.0,0.0,0.48539297662575176,0.0010935377244146699,0.39050681051027103,0.0018777148148318042,0.13109136995836948,0.0027413434354359024,0.3632711957940469,0.0037048699717853522,0.3552262324939589,0.0033107240569840517,0.25499892234802246,0.01343648024087666,1.0199956893920898
